canonical_chain_id,canonical_chain_name,from_year,to_year,from_score,to_score,score_change,change_type,from_forms,to_forms,from_providers,to_providers,from_evidence_quote,to_evidence_quote
S1442,Rocky Mountain Chocolate Factory,2024,2025,0,2,2,0 → support,no_financing_involvement,seller_store_purchase_financing,none,franchisor,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation.","We may choose to extend financing for up to 50% of the total investment for the purchase of a Rocky Mountain Chocolate Factory Business. || It is not our practice to sell, assign, or discount the Promissory Note to a third party."
S1450,Rosati's Pizza,2022,2023,4,0,-4,support → 0,lender_referral | seller_fee_financing | direct_loan | seller_fee_financing | direct_loan,no_financing_involvement,franchisor | franchisor | third_party,none,"We do not offer a direct or indirect financing program; however, on occasion we offer financing of the initial franchisee fee or transfer fee or financing for certain repairs, assistance, or acquisitions. || Currently, we may finance up to $15,000 for franchise fees or transfer fees at no interest with payment due within 12 months. || We may offer financing for repairs, assistance or acquisitions of up to $100,000 at an interest rate of 8% with payment due within 36 months. || We do not guarantee your note, lease or obligation. || We do not receive any benefits from lenders that we may recommend or introduce to our franchisees.","We do not offer direct or indirect financing. || We do not guarantee your promissory notes, mortgages, leases or other obligations."
S1450,Rosati's Pizza,2023,2024,0,1,1,0 → support,no_financing_involvement,third_party_financing_arrangement_assistance,none,third_party,"We do not offer direct or indirect financing. || We do not guarantee your promissory notes, mortgages, leases or other obligations.","We have decided at this time to not offer any in-house financing options. || However, We may assist You in obtaining outside financing for Your franchise."
S1450,Rosati's Pizza,2025,2026,1,0,-1,support → 0,third_party_financing_arrangement_assistance,no_financing_involvement,third_party,none,"We have decided at this time to not offer any in-house financing options. || However, We may assist You in obtaining outside financing for Your franchise.","We do not offer direct or indirect financing. || We do not guarantee your note, lease or any other obligation."
U_de95e60d,Rubber Ducky Franchises,2025,2026,2,0,-2,support → 0,seller_fee_financing,no_financing_involvement,franchisor,none,"We do not offer direct or indirect financing, nor do we guarantee your note, lease or other obligations. || However, we may offer 50% financing of the initial franchise fee.","We do not offer direct or indirect financing, nor do we guarantee your note, lease or other obligations."
S6736,Rumble,2024,2025,1,0,-1,support → 0,formal_third_party_financing_program | lender_referral_compensation,no_financing_involvement,third_party,none,"We offer indirect financing through the third-party providers described below for certain amounts due under the Franchise Agreement. || We do not guarantee your note, lease or any other obligation. We do not offer direct financing and as such it is not our practice or intent to sell, assign, or discount any financing arrangement. || Amerifund pays us a $500 rebate per deal they finance.","We do not offer direct or indirect financing. We do not guarantee your note, lease, or obligations. || While we do not offer direct or indirect financing, certain third-party lenders, such as Amerifund and Navitas, have sponsored our convention in the past..."
S1518,SafeSplash Swim School,2024,2025,2,0,-2,support → 0,seller_fee_financing,no_financing_involvement,franchisor,none,"we, in our sole discretion may offer you financing in connection with the following financing program. || We may offer you financing for not more than 50% of your Initial Franchise Fee. || We do not assign or discount any Promissory Note to third-parties and we have no plans to do so.","We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation."
S1520,Saladworks,2024,2025,1,0,-1,support → 0,passive_sba_directory_access,no_financing_involvement,third_party,none,"We do not offer direct or indirect financing, and we do not guarantee your note, lease or any of your obligations. || Saladworks is listed on the Small Business Administration’s Franchise Directory.","We do not offer direct or indirect financing, and we do not guarantee your note, lease or any of your obligations."
U_1513ec40,"Salty Dawg, LLC",2024,2025,1,0,-1,support → 0,lender_referral,no_financing_involvement,third_party,none,"We do not offer direct or indirect financing, nor do we guarantee your note, lease or obligations to third parties. || We may refer you to lenders or vendors that provide or assist you with financing that you may choose to work with at your option.","We do not offer direct or indirect financing, nor do we guarantee your note, lease or obligation."
S1524,Samurai Sam's Teriyaki Grill,2025,2026,3,4,1,other increase,lease_guarantee | franchisor_lease_payment_guarantee | seller_store_purchase_financing,affiliate_direct_loan | seller_store_purchase_financing | lease_guarantee,franchisor | affiliate,franchisor | affiliate,"we may finance up to 100% of the purchase price, at our sole discretion || The lender providing the financing is one of our affiliates, Kahala Holdings or Kahala Restaurants || If, in order to obtain the lease agreement for the site of your Samurai Sam’s restaurant, the landlord requires you to obtain a third party lease guarantee, and we or one of our affiliates agrees to serve as such guarantor || We or our affiliates may, in our sole discretion, lease the site approved by us for your Samurai Sam’s restaurant and sublease the site to you.","we or one of our affiliates may provide financing in connection with your purchase of a corporate-owned restaurant sold on an “as-is” basis, or in other limited, one-off circumstances || we may, in our sole discretion, provide a lease guarantee for an approved restaurant site. || The lender providing financing is one of our affiliates, Kahala Holdings or Kahala Restaurants, whichever entity owns the restaurant. || We do not intend to sell, assign or discount to a third party any financing arrangement."
U_67bdce5a,Sauce Pizza / Wine,2025,2026,0,3,3,0 → support,no_financing_involvement,seller_store_purchase_financing | lease_guarantee | discretionary_financial_assistance_instrument_unspecified,none,franchisor | affiliate,"We do not offer any direct or indirect financing or financing arrangement, nor will we guaranty your obligations under any note or other obligation. || We do not arrange financing from other sources; therefore, we do not receive direct or indirect payments from placing financing.","we or one of our affiliates may provide financing in connection with your purchase of a corporate-owned restaurant sold on an “as-is” basis, or in other limited, one-off circumstances || In addition, we may, in our sole discretion, provide a lease guarantee for an approved restaurant site. || If you finance any portion of the purchase price of the corporate-owned restaurant through one of our affiliates, you will also enter into a “Promissory Note and Security Agreement” and a Guaranty || We or our affiliates may, in our sole discretion, lease the site approved by us for your Sauce Pizza / Wine restaurant and sublease the site to you. || We do not intend to sell, assign or discount to a third party any financing arrangement."
S6616,Scoop Soldiers,2023,2024,0,2,2,0 → support,no_financing_involvement,initial_fee_installment | additional_territory_financing | lender_referral_compensation,none,franchisor | affiliate | third_party,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligation.","At this time, we and our affiliate, SSSC, LLC are the only potential lenders under the direct financing agreement. || We do not guarantee your note, lease or obligation. || We have the right to assign your Note to a third party. || Upon any sales or assignment, we will not remain primarily obligated to provide the financial goods or services."
S1533,Scooter's Coffee,2023,2024,4,0,-4,support → 0,direct_establishment_cost_loan | direct_loan,no_financing_involvement,franchisor,none,"we will loan you up to $125,000 under the terms of a secured promissory note || This loan may be used for construction of the Store, including building and site work, equipment, signage, and other expenses directly related to the construction and development of the Store. || We reserve the right to sell, assign or discount to a third party all or part of the Note","We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligations."
U_880584d0,"Seal Team One Franchise Systems, LLC",2017,2018,2,0,-2,support → 0,initial_fee_installment | seller_fee_financing,no_financing_involvement,franchisor,none,"If you meet Franchisor’s credit standards, we may finance a portion of the initial franchise fee || If Franchisor offers financing it will be over a maximum term of 60 months at an APR of 7%, in a loan (the “Loan”) using a standard form promissory note (the “Note”) and security agreement || We may assign the Note to a third party lender who may be immune under the law to any defenses to payment you may have against Us || We currently do not plan to assign the Notes to third party lenders || The financing provided by Franchisor includes only the Initial Franchise Fee as descnbed in this Item 10 We do not provide financing or guarantee your lease or any other obligations","We do not offer direct or indirect financing. || We do not guarantee your notes, leases or other obligations."
S1541,Sears Appliance & Hardware Store,2013,2014,0,2,2,0 → support,no_financing_involvement,seller_store_purchase_financing,none,franchisor | affiliate,ITEM 10 FINANCING .34,"we will provide fmancmg for up to 80% of the asset purchase pnce of an Existing Business || Source of Financing: Us or our Affiliate || We do not intend to sell, assign, or discount to a third party all or part of the Loan Documents or financing arrangement"
S1555,Servpro,2024,2025,2,4,2,other increase,seller_fee_financing | seller_asset_credit,seller_fee_financing | seller_inventory_or_equipment_credit | direct_loan,franchisor,franchisor,"We may agree to finance a portion of Your acquisition of a Franchise from Us, subject to credit approval and meeting Our then-current financing criteria. || We may at Our discretion finance Your purchase of equipment or vehicles. || Any promissory note You sign may be assigned, pledged or sold to others.","We may agree to finance a portion of Your acquisition of a Franchise from Us, subject to credit approval and meeting Our then-current financing criteria. || We may at Our discretion finance Your purchase of equipment or vehicles. || If You are a new franchisee that purchases a vehicle from Us, You must sign a secured promissory note... || Any promissory note You sign may be assigned, pledged or sold to others. || We and Our affiliates do not receive any direct or indirect payments for placing financing or guarantee Your obligations to third parties."
S1555,Servpro,2025,2026,4,2,-2,other decrease,seller_fee_financing | seller_inventory_or_equipment_credit | direct_loan,seller_fee_financing | seller_asset_credit | discretionary_financial_assistance_instrument_unspecified,franchisor,franchisor,"We may agree to finance a portion of Your acquisition of a Franchise from Us, subject to credit approval and meeting Our then-current financing criteria. || We may at Our discretion finance Your purchase of equipment or vehicles. || If You are a new franchisee that purchases a vehicle from Us, You must sign a secured promissory note... || Any promissory note You sign may be assigned, pledged or sold to others. || We and Our affiliates do not receive any direct or indirect payments for placing financing or guarantee Your obligations to third parties.","We may agree to finance a portion of Your acquisition of a Franchise from Us, subject to credit approval and meeting Our then-current financing criteria. || You must sign a secured promissory note and security agreement containing a time-price differential at a percentage rate between 12% and 15% || We may at Our discretion finance Your purchase of equipment or vehicles. || Any promissory note You sign may be assigned, pledged or sold to others. || We and Our affiliates do not ... guarantee Your obligations to third parties."
S6807,Set the Stage,2024,2025,1,0,-1,support → 0,preferred_lender_referral,no_financing_involvement,third_party,none,"We currently do not offer direct or indirect financing || If requested, we can refer you to preferred institutions that can assist with financing options. || We do not guarantee any note, lease or other financial obligations you may incur || There are institutions that provide financing for franchisees with regards to fixtures, products, and supplies.","We do not offer direct or indirect financing. We do not guarantee your note, lease, or obligation."
S2478,Shack Shine Home Services,2022,2023,4,2,-2,other decrease,additional_territory_financing | lease_guarantee | affiliate_equipment_lease | third_party_lender_introduction,additional_territory_financing | third_party_vehicle_leasing | lender_referral,franchisor | affiliate | third_party,franchisor | affiliate | third_party,"finance the payment of their required franchise fees for an additional subterritory or subterritories || we or an affiliate may offer to guarantee your vehicle lease financing obligations || We or an affiliate may purchase equipment from unaffiliated suppliers || we may, in our discretion, introduce you to third party financing sources","Franchisees who purchase an initial Territory for their Franchised Business (without financing) will qualify for the Financing Program to enter into an agreement with us to finance the payment of their required franchise fees for an additional subterritory or subterritories, up to a total of $40,000. || We do not intend to sell, assign, or discount to a third party all or any part of this financing arrangement. || We do not guarantee any debts, leases or obligations for you. || Manchester Lease Services Inc. is a third-party not affiliated with the Franchisor or its Affiliate."
S2478,Shack Shine Home Services,2023,2024,2,1,-1,other decrease,additional_territory_financing | third_party_vehicle_leasing | lender_referral,third_party_vehicle_financing | lender_referral,franchisor | affiliate | third_party,third_party,"Franchisees who purchase an initial Territory for their Franchised Business (without financing) will qualify for the Financing Program to enter into an agreement with us to finance the payment of their required franchise fees for an additional subterritory or subterritories, up to a total of $40,000. || We do not intend to sell, assign, or discount to a third party all or any part of this financing arrangement. || We do not guarantee any debts, leases or obligations for you. || Manchester Lease Services Inc. is a third-party not affiliated with the Franchisor or its Affiliate.","Source of Financing *Manchester Lease Services Inc. || * Manchester Lease Services Inc. is a third-party not affiliated with the Franchisor or its Affiliate. || Neither we, nor any agent or affiliate, offers direct or indirect financing to you, other than described above. || We do not guarantee any debts, leases or other obligations for you. || While not obligated to do so, we may, in our discretion, introduce you to third party financing sources"
S8746,Shaghf Cafe - Unit Franchise,2025,2026,0,2,2,0 → support,no_financing_involvement,initial_fee_installment,none,franchisor,"Neither we, nor any of our Affiliates offer direct or indirect financing. || Neither we, nor any of our Affiliates guarantee your note, lease or obligation.","We will on occasion, to assist a new franchisee, permit up to three payments which include a larger down payment, and two consecutive monthly payments of equal amounts in order for the franchisee to pay the initial franchise fee. || We do not charge interest on this deferred payment arrangement and the initial fee will be the same as stated above in Item 5."
S1559,Sharkey's Cuts for Kids,2024,2025,2,0,-2,support → 0,initial_fee_installment | seller_fee_financing,no_financing_involvement,franchisor,none,"From time to time, we may offer financing for single or multi unit purchases for up to $72,000.00 for the Initial Franchise Fee, if we are offering financing at that time and you meet our qualifications. || You must sign a Promissory Note, Personal Guaranty, if applicable, and Security Agreement (See Attachment 4 of the Franchise Agreement). || We do not offer any other direct or indirect financing.","We do not offer direct or indirect financing. || We do not guarantee any note, lease, or obligation on your behalf."
S1566,Showhomes,2023,2024,2,0,-2,support → 0,initial_fee_deferral,no_financing_involvement,franchisor,none,"If you ask us, we will consider financing a portion of your Initial Franchise Fee. || You must also sign a promissory note for the deferred amount (the “Promissory Note”). || we may offer you short-term financing for a period of up to 120 days while your financing is pending. || Except for deferred payment of Initial Franchise Fee, neither we nor our affiliates offer, either directly or indirectly, any financing arrangements to you. || we reserve the right to pledge, sell or discount a franchisee’s Promissory Note.","We do not offer direct or indirect financing. We do not guarantee your note, lease or obligation, nor do we receive payment or other consideration for the placing of financing"
U_7da6c1fb,SIGN A RAMA INC,2025,2026,1,0,-1,support → 0,formal_third_party_financing_program | lender_referral_compensation,no_financing_involvement,third_party,none,"We offer indirect arrangements for financing of your equipment through business financing companies. || We do not guarantee your loan, lease, or any other obligation. || We have arranged for equipment financing through Navitas Credit Corporation (“Navitas”), an unrelated third party not affiliated with SAR in any manner. || If you are approved for a lesser amount, you will be required to pay the remaining balance of the complete equipment package, plus any applicable sales and use tax directly to us. || A new leasing or finance company may compensate SAR or pay SAR a fee for referring its franchisees to it for leasing or financing.","Neither we nor any agent or affiliate offers direct or indirect financing to you, guarantees any note, lease, or obligation of yours, or has any practice or intent to sell, assign, or discount to a third-party all or any part of any financing arrangement of yours."
S1570,Signarama,2025,2026,1,0,-1,support → 0,formal_third_party_financing_program | formal_third_party_financing_program | lender_referral_compensation,no_financing_involvement,third_party,none,"We have arranged for equipment financing through Navitas Credit Corporation (“Navitas”), an unrelated third party not affiliated with SAR in any manner. || We do not guarantee your loan, lease, or any other obligation. || SAR does not receive any consideration for placing financing with Navitas. SAR may identify new leasing or finance companies at any time and refer franchisees to different equipment leasing or financing companies. || A copy of the equipment financing agreement is included with this Disclosure Document as Exhibit C.","Neither we nor any agent or affiliate offers direct or indirect financing to you, guarantees any note, lease, or obligation of yours, or has any practice or intent to sell, assign, or discount to a third-party all or any part of any financing arrangement of yours."
S1573,Signs Now,2024,2025,0,2,2,0 → support,no_financing_involvement,initial_fee_deferral,none,franchisor,"Neither we nor any agent or affiliate offers direct or indirect financing to you, or guarantees any of your notes, leases or obligations.","You will sign our form promissory note (the “Note”) (attached to this Disclosure Document as Exhibit N) for the deferred Kickstart initial marketing deposit. || It is not our practice or intent to sell, assign or discount to a third party all or part of the Note, nor do we receive any consideration for placing the Note with a lender."
S3221,Silbar Security,2023,2024,0,2,2,0 → support,no_financing_involvement,initial_fee_installment,none,franchisor,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation.","We may offer financing for a portion of your Initial Franchise Fee if you meet our qualifications. || Source of Financing  Us || Amount Financed  50% (up to $25,000 financed) || Security Required  Personal Guaranty || We do not guarantee your notes, leases, or obligations."
S2273,Slater's 50,2016,2017,0,2,2,0 → support,no_financing_involvement,direct_loan | no_financing_involvement,none,franchisor | none,"We do not offer direct or indirect financing || We do not guarantee your note, lease or obligation","We may, but are not required to, finance a portion of the purchase price for an Affiliate-Owned Restaurant that the owner believes is appropriate under the circumstances if you purchase an Operating Restaurant from the affiliate-owner under our current Asset Purchase Agreement || You must sign a Secured Promissory Note (in a form substantially similar to the Secured Promissory Note attached as Exhibit B to the Asset Purchase Agreement) in our favor in the amount financed (the ""Purchase Note"") || With this exception, we do not offer direct or indirect financing. We will not guarantee your note, lease, or other obligation. We will not assign or discount our Purchase Notes to a third party."
S8101,Slick City,2024,2025,0,1,1,0 → support,no_financing_involvement,lender_referral,none,third_party,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligations.","We do not guarantee any financing obligations or leases on your behalf. || We do not offer direct financing. || We do recommend two financing vendors as options for you: Benetrends Financial, and KLC Financial. || KLC Financial is a recommended service provider that offers financing for equipment and fixtures, including but not limited to slides, zip lines, air courts, toddler climbing structures, arcades, kitchen equipment, and signage."
S3588,Smash My Trash,2022,2023,4,0,-4,support → 0,affiliate_equipment_lease,no_financing_involvement,affiliate,none,"If we require, you must lease your Smash Truck(s) from our Affiliate, Rearden Taggart, LLC. || Our Affiliate can demand payment of all past due payments and future payments and remove the equipment. || Except as disclosed above, we do not offer direct or indirect financing. We do not guarantee your note, lease or obligations.","We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligations."
S1594,Snapology,2021,2022,1,0,-1,support → 0,preferred_lender_referral,no_financing_involvement,third_party,none,"We and our affiliates do not offer direct or indirect financing, but we may develop relationships with preferred lenders or financing sources, which we may, when established, make available to you. || We and our affiliates will not guarantee your note or other obligations.","We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation."
S8075,Soccer 5,2024,2025,0,3,3,0 → support,no_financing_involvement,lease_guarantee,none,franchisor,"We do not offer direct or indirect financing. || We do not guarantee any of your notes, leases or obligations. || We do not receive any direct or indirect payments or other consideration from any person for the placement of any financing with lender(s).","If you request, we may provide a lease guarantee for your Soccer 5® Business lease. || Other than the above, we do not guarantee any of your notes, leases or obligations."
S5517,Special Strong,2024,2025,0,2,2,0 → support,no_financing_involvement,initial_fee_installment | seller_fee_financing,none,franchisor,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation.","From time to time, we may offer financing for single unit purchases for up to $35,000 for the Initial Franchise Fee || You must sign a Promissory Note (See Attachment G of the Franchise Agreement). || We do not offer any other direct or indirect financing."
S4649,Squeeze,2023,2024,1,0,-1,support → 0,lender_referral_compensation | preferred_lender_referral | preferred_lender_referral | lender_referral_compensation,no_financing_involvement,third_party,none,"We do not offer direct or indirect financing. || We do not guarantee your note, Lease, or obligations. || We may receive flat fee payments on a per transaction basis from one or more third party finance companies or lenders (each a ""Preferred Finance Company"") if you utilize a Preferred Finance Company to fund the purchase and development of your Squeeze Shop. || Franchisor does not have any relationship with any Preferred Finance Company other than the prospective payment of the flat fee referral fee described in this Item 10.","We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligations."
S3187,Stanley Steemer,2025,2026,2,4,2,other increase,promissory_note | initial_fee_deferral,initial_fee_installment | initial_fee_deferral | direct_loan | partial_loan_guarantee,franchisor,franchisor | third_party,"We offer two plans under which you may finance 100% of your initial franchise fee with us. || if you elect to finance your initial franchise fee, under Option A, you must sign a promissory note with us || if you elect to finance your initial franchise fee Option B, you will be required to pay a portion of the initial franchise fee when you sign the Franchise Agreement and payment of the remaining portion of the fee as well as imputed interest will be deferred. || Other than as disclosed above, we do not offer direct or indirect financing to you. We do not guarantee any loan or lease that you may obtain or any obligation that you may incur.","You may finance all or part of your initial franchise fee with us. || We may, in our discretion, extend credit to you through a separate Business Purpose Promissory Note for post-opening costs or other business purposes, such as additional equipment, vehicle acquisitions, or working capital. || We provide limited credit support under this program in the form of a net loss pool guarantee. || Although we have never done so, we have the right to assign the Note to a third party without your consent."
S2396,Steri-Clean,2022,2023,0,1,1,0 → support,no_financing_involvement,passive_sba_directory_access,none,third_party,"We do not offer you any direct or indirect financing options, nor do we guarantee your lease or other obligations.","We do not offer you any direct or indirect financing options, nor do we guarantee your lease or other obligations. || We are listed on the Franchise Registry of the Small Business Administration (“SBA”)."
S2396,Steri-Clean,2023,2024,1,0,-1,support → 0,passive_sba_directory_access,no_financing_involvement,third_party,none,"We do not offer you any direct or indirect financing options, nor do we guarantee your lease or other obligations. || We are listed on the Franchise Registry of the Small Business Administration (“SBA”).","We do not offer you any direct or indirect financing options, nor do we guarantee your lease or other obligations."
U_da456334,Stratus Building Solutions,2023,2024,2,0,-2,support → 0,initial_fee_installment,no_financing_involvement,franchisor,none,"SBS may, at its sole option, based on various objective and subjective analyses of your creditworthiness, finance up to 20% of the initial franchise fee. || If SBS elects this option, you will be required to sign a promissory note with you as maker... || Financing is offered only for the initial franchise fee and not for any other purpose. || Neither SBS nor any agent or affiliate has any practice of selling, assigning, or discounting to a third party... However, SBS reserves the right to do so in the future.","We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
U_da456334,Stratus Building Solutions,2024,2025,0,2,2,0 → support,no_financing_involvement,initial_fee_installment,none,franchisor,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation.","SBS may, at its sole option, ... work finance up to 20% of the initial franchise fee. || If SBS elects this option, you will be required to sign a promissory note with you as maker, substantially in the form attached to this Disclosure Document as Exhibit E. || Financing is offered only for the initial franchise fee and not for any other purpose."
S3245,Stretch Lab,2024,2025,1,0,-1,support → 0,formal_third_party_financing_program | lender_referral_compensation,no_financing_involvement,third_party,none,"We offer indirect financing through the third-party providers described below for certain amounts due under the Franchise Agreement. || We do not guarantee your note, lease or any other obligation. We do not offer direct financing and as such it is not our practice or intent to sell, assign, or discount any financing arrangement. || Amerifund pays us a $500 rebate per deal they finance.","We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation. || While we do not offer direct or indirect financing, certain third-party lenders, such as Amerifund and Navitas, have sponsored our convention in the past and may do so in the future, but we are unaware of the terms of any financing you may, if at all, obtain from these or other lenders."
S4209,Success On The Spectrum,2023,2024,0,1,1,0 → support,no_financing_involvement,no_financing_involvement | third_party_financing_arrangement_assistance,none,none | third_party,"Neither we, nor our affiliate currently offers, directly or indirectly, any financing arrangements to you. || Neither do we guarantee your note, lease, or any other obligation.","We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligation. || We may assist franchisees in obtaining financing in the future or make other financing arrangements available to you."
S4209,Success On The Spectrum,2025,2026,1,0,-1,support → 0,third_party_financing_arrangement_assistance,no_financing_involvement,third_party,none,"We do not offer direct or indirect financing. We do not guarantee your note, lease or other obligation. We may assist franchisees in obtaining financing from third party banks and financial institutions.","We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligation."
S7115,Suki Hana Japan,2023,2024,3,0,-3,support → 0,lease_guarantee,no_financing_involvement,franchisor | affiliate,none,"We or a related company may lease the restaurant premises and then assign the lease to you or sublease the restaurant premises to you. || We do not guarantee your note, lease or obligation, but we or a related company may lease the restaurant premises and then assign the lease to you or sublease the restaurant premises to you.","We do not offer financing directly or indirectly for any part of your initial investment. || We do not guarantee your note, lease or obligation"
S7115,Suki Hana Japan,2024,2025,0,3,3,0 → support,no_financing_involvement,franchisor_lease_payment_guarantee,none,franchisor | affiliate,"We do not offer financing directly or indirectly for any part of your initial investment. || We do not guarantee your note, lease or obligation","We do not offer financing directly or indirectly for any part of your initial investment. || We or a related company may lease the restaurant premises and then assign the lease to you or sublease the restaurant premises to you. || We do not guarantee your note, lease or obligation, but we or a related company may lease the restaurant premises and then assign the lease to you or sublease the restaurant premises to you."
S5647,SuperGlass Windshield Repair,2022,2023,2,0,-2,support → 0,initial_fee_installment | seller_inventory_or_equipment_credit,no_financing_involvement,franchisor,none,"We may elect to provide you with limited financing of all or a part of the Initial Franchise Fee and the Initial Equipment, Supplies and Inventory Package. || We are the sole lender; || During the term of financing, we reserve the right to sell, assign or discount in whole or in part any note, contract or any other written instrument evidencing the debt.","We do not offer direct or indirect financing. || We do not guarantee any notes, lease, or obligation."
S1658,Sylvan Learning,2024,2025,0,1,1,0 → support,no_financing_involvement,preferred_lender_referral,none,third_party,"Sylvan does not offer any direct or indirect financing. Sylvan does not guarantee any note, lease, or other obligation. We do not have agreements to refer you to third parties for financing. You may, however, obtain financing for your equipment purchases and purchases of educational materials from third parties.","We do not offer direct or indirect financing, but we may develop relationships with preferred lenders or financing sources, which we may, when established, make available to you. || We do not guarantee your note, lease, or other obligations."
U_277b80ab,Taco Bell Express Franchise Program,2023,2024,1,4,3,other increase,lender_referral,franchisor_real_estate_sublease | partial_loan_guarantee | lender_referral,third_party,franchisor | affiliate | third_party,"We may attempt periodically to identify lenders willing to extend financing to you. || We do not offer, directly or indirectly, any arrangements for financing your initial investment or the continuing operation of your Taco Bell business.","we may either lease or sublease the land and building to you under a triple net lease in the form then currently being used by us. || YUM may, but is not obligated to, provide credit support in the form of limited guaranties, typically in the form attached as Exhibit N. || YUM will guaranty for the benefit of Lender up to 33% of the original principal or commitment amount of your franchised business loan (up to a maximum guaranty amount of $5,000,000). || We will refer licensee candidates to Lender in our sole discretion and Lender will in good faith independently evaluate such candidates for one or more available credit products based on Lender’s then-prevailing underwriting guidelines."
U_914610f6,Taco Bell; Taco Bell Express - Traditional,2022,2023,4,3,-1,other decrease,third_party_lender_introduction | franchisor_or_affiliate_real_estate_lease | partial_loan_guarantee,lender_referral | formal_third_party_financing_program | partial_loan_guarantee | lender_referral | formal_third_party_financing_program | partial_loan_guarantee | seller_asset_credit,franchisor | affiliate | third_party,affiliate | third_party | franchisor | affiliate | third_party,"We may attempt periodically to identify lenders willing to extend financing to you. || If you purchase an existing restaurant from us or one of our affiliates, we may either lease or sublease the land and building to you under a triple net lease in the form then currently being used by us. || YUM's lending assistance will take the form of YUM guaranteeing 25% of the principal of your franchised business loan, up to a maximum of $3,000,000 per loan or franchisee. || TBC sold the promissory notes of franchisees and assigned its right to receive rents under leases with franchisees to third parties. We may continue this practice if we deem it to be in our best interest.","Yum may, but is not obligated to, provide credit support in the form of limited guaranties || Yum will guaranty for the benefit of Lender up to 33% of the original principal or commitment amount of your franchised business loan || we may either lease or sublease the land and building to you under a triple net lease || TBC sold the promissory notes of franchisees and assigned its right to receive rents under leases with franchisees to third parties"
U_914610f6,Taco Bell; Taco Bell Express - Traditional,2023,2024,3,4,1,other increase,lender_referral | formal_third_party_financing_program | partial_loan_guarantee | lender_referral | formal_third_party_financing_program | partial_loan_guarantee | seller_asset_credit,lender_referral | partial_loan_guarantee | real_estate_sublease,affiliate | third_party | franchisor | affiliate | third_party,franchisor | affiliate | third_party,"Yum may, but is not obligated to, provide credit support in the form of limited guaranties || Yum will guaranty for the benefit of Lender up to 33% of the original principal or commitment amount of your franchised business loan || we may either lease or sublease the land and building to you under a triple net lease || TBC sold the promissory notes of franchisees and assigned its right to receive rents under leases with franchisees to third parties","If you purchase an existing restaurant from us or one of our affiliates, we may either lease or sublease the land and building to you under a triple net lease || YUM may, but is not obligated to, provide credit support in the form of limited guaranties, typically in the form attached as Exhibit N. || YUM will guaranty for the benefit of Lender up to 33% of the original principal or commitment amount of your franchised business loan (up to a maximum guaranty amount of $5,000,000). || We will refer franchisee candidates to Lender in our sole discretion and Lender will in good faith independently evaluate such candidates || in the past, TBC sold the promissory notes of franchisees and assigned its right to receive rents under leases with franchisees to third parties."
U_14f1c789,Taco Rico or Taco Works,2025,2026,2,0,-2,support → 0,initial_fee_deferral | lender_referral,no_financing_involvement,franchisor | third_party,none,"Taco Rico Franchise Corporation does not offer direct or indirect financing, other than the delayed payment of half of the Initial Franchise Fee if you sign a Multi-Unit Agreement. || We do not intend to sell or assign the deferred fee obligation to any third party. || Taco Rico Franchise Corporation does not guarantee your note, lease or other obligations. || We may assist you in locating a financial institution that specializes in restaurant financing.","We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligations."
S1724,Teriyaki Madness,2022,2023,0,1,1,0 → support,no_financing_involvement,passive_sba_directory_access,none,third_party,"We do not offer direct or indirect financing. || We do not guarantee your notes, leases or any other obligations.","We do not offer direct or indirect financing. We do not guarantee your notes, leases, or any other obligations. || However, franchisees of the Teriyaki Madness Businesses are eligible for expedited and streamlined SBA loan processing through the SBA’s Franchise Registry, www.franchiseregistry.com."
S1724,Teriyaki Madness,2024,2025,1,0,-1,support → 0,passive_sba_directory_access,no_financing_involvement,third_party,none,"We do not offer direct or indirect financing. We do not guarantee your notes, leases, or any other obligations. || However, franchisees of the Teriyaki Madness Businesses are eligible for expedited and streamlined SBA loan processing through the SBA’s Franchise Registry, www.franchiseregistry.com.","We do not offer direct or indirect financing. We do not guarantee your notes, leases, or any other obligations."
